STATION,NAME,LATITUDE,LONGITUDE,ELEVATION,DATE,PRCP,SNOW,SNWD
USW00013722,"RALEIGH AIRPORT, NC US",35.8923,-78.7819,126.8,6/27/1944,0.5,0,0
USW00013722,"RALEIGH AIRPORT, NC US",35.8923,-78.7819,126.8,6/28/1944,0,0,0
USW00013722,"RALEIGH AIRPORT, NC US",35.8923,-78.7819,126.8,6/29/1944,0,0,0
USW00013722,"RALEIGH AIRPORT, NC US",35.8923,-78.7819,126.8,6/30/1944,2,0,0
USW00013722,"RALEIGH AIRPORT, NC US",35.8923,-78.7819,126.8,7/1/1944,0,0,0
USW00013722,"RALEIGH AIRPORT, NC US",35.8923,-78.7819,126.8,7/2/1944,0,0,0
USW00013722,"RALEIGH AIRPORT, NC US",35.8923,-78.7819,126.8,7/3/1944,0,0,0
USW00013722,"RALEIGH AIRPORT, NC US",35.8923,-78.7819,126.8,7/4/1944,0,0,0
USW00013722,"RALEIGH AIRPORT, NC US",35.8923,-78.7819,126.8,7/5/1944,0,0,0
USW00013722,"RALEIGH AIRPORT, NC US",35.8923,-78.7819,126.8,7/6/1944,0,0,0
USW00013722,"RALEIGH AIRPORT, NC US",35.8923,-78.7819,126.8,7/7/1944,1,0,0
USW00013722,"RALEIGH AIRPORT, NC US",35.8923,-78.7819,126.8,7/8/1944,0,0,0
USW00013722,"RALEIGH AIRPORT, NC US",35.8923,-78.7819,126.8,7/9/1944,0.8,0,0
USW00013722,"RALEIGH AIRPORT, NC US",35.8923,-78.7819,126.8,7/10/1944,0,0,0
USW00013722,"RALEIGH AIRPORT, NC US",35.8923,-78.7819,126.8,7/11/1944,0,0,0
USW00013722,"RALEIGH AIRPORT, NC US",35.8923,-78.7819,126.8,7/12/1944,0,0,0
USW00013722,"RALEIGH AIRPORT, NC US",35.8923,-78.7819,126.8,7/13/1944,38.9,0,0
USW00013722,"RALEIGH AIRPORT, NC US",35.8923,-78.7819,126.8,7/14/1944,4.8,0,0
USW00013722,"RALEIGH AIRPORT, NC US",35.8923,-78.7819,126.8,7/15/1944,26.2,0,0
USW00013722,"RALEIGH AIRPORT, NC US",35.8923,-78.7819,126.8,7/16/1944,0,0,0
USW00013722,"RALEIGH AIRPORT, NC US",35.8923,-78.7819,126.8,7/17/1944,0,0,0
USW00013722,"RALEIGH AIRPORT, NC US",35.8923,-78.7819,126.8,7/18/1944,9.4,0,0
USW00013722,"RALEIGH AIRPORT, NC US",35.8923,-78.7819,126.8,7/19/1944,0,0,0
USW00013722,"RALEIGH AIRPORT, NC US",35.8923,-78.7819,126.8,7/20/1944,0,0,0
USW00013722,"RALEIGH AIRPORT, NC US",35.8923,-78.7819,126.8,7/21/1944,2,0,0
USW00013722,"RALEIGH AIRPORT, NC US",35.8923,-78.7819,126.8,7/22/1944,0,0,0
USW00013722,"RALEIGH AIRPORT, NC US",35.8923,-78.7819,126.8,7/23/1944,0,0,0
USW00013722,"RALEIGH AIRPORT, NC US",35.8923,-78.7819,126.8,7/24/1944,0,0,0
USW00013722,"RALEIGH AIRPORT, NC US",35.8923,-78.7819,126.8,7/25/1944,0,0,0
USW00013722,"RALEIGH AIRPORT, NC US",35.8923,-78.7819,126.8,7/26/1944,0,0,0
USW00013722,"RALEIGH AIRPORT, NC US",35.8923,-78.7819,126.8,7/27/1944,0.5,0,0
USW00013722,"RALEIGH AIRPORT, NC US",35.8923,-78.7819,126.8,7/28/1944,3.8,0,0
USW00013722,"RALEIGH AIRPORT, NC US",35.8923,-78.7819,126.8,7/29/1944,9.1,0,0
USW00013722,"RALEIGH AIRPORT, NC US",35.8923,-78.7819,126.8,7/30/1944,0,0,0
USW00013722,"RALEIGH AIRPORT, NC US",35.8923,-78.7819,126.8,7/31/1944,0.5,0,0
USW00013722,"RALEIGH AIRPORT, NC US",35.8923,-78.7819,126.8,8/1/1944,39.1,0,0
USW00013722,"RALEIGH AIRPORT, NC US",35.8923,-78.7819,126.8,8/2/1944,12.4,0,0
USW00013722,"RALEIGH AIRPORT, NC US",35.8923,-78.7819,126.8,8/3/1944,0,0,0
USW00013722,"RALEIGH AIRPORT, NC US",35.8923,-78.7819,126.8,8/4/1944,0,0,0
USW00013722,"RALEIGH AIRPORT, NC US",35.8923,-78.7819,126.8,8/5/1944,0,0,0
USW00013722,"RALEIGH AIRPORT, NC US",35.8923,-78.7819,126.8,8/6/1944,8.6,0,0
USW00013722,"RALEIGH AIRPORT, NC US",35.8923,-78.7819,126.8,8/7/1944,32.5,0,0
USW00013722,"RALEIGH AIRPORT, NC US",35.8923,-78.7819,126.8,8/8/1944,0,0,0
USW00013722,"RALEIGH AIRPORT, NC US",35.8923,-78.7819,126.8,8/9/1944,0,0,0
USW00013722,"RALEIGH AIRPORT, NC US",35.8923,-78.7819,126.8,8/10/1944,0,0,0
USW00013722,"RALEIGH AIRPORT, NC US",35.8923,-78.7819,126.8,8/11/1944,0,0,0
USW00013722,"RALEIGH AIRPORT, NC US",35.8923,-78.7819,126.8,8/12/1944,0,0,0
USW00013722,"RALEIGH AIRPORT, NC US",35.8923,-78.7819,126.8,8/13/1944,0,0,0
USW00013722,"RALEIGH AIRPORT, NC US",35.8923,-78.7819,126.8,8/14/1944,9.9,0,0
USW00013722,"RALEIGH AIRPORT, NC US",35.8923,-78.7819,126.8,8/15/1944,0,0,0
USW00013722,"RALEIGH AIRPORT, NC US",35.8923,-78.7819,126.8,8/16/1944,0,0,0
USW00013722,"RALEIGH AIRPORT, NC US",35.8923,-78.7819,126.8,8/17/1944,4.8,0,0
USW00013722,"RALEIGH AIRPORT, NC US",35.8923,-78.7819,126.8,8/18/1944,0.3,0,0
USW00013722,"RALEIGH AIRPORT, NC US",35.8923,-78.7819,126.8,8/19/1944,0,0,0
USW00013722,"RALEIGH AIRPORT, NC US",35.8923,-78.7819,126.8,8/20/1944,0,0,0
USW00013722,"RALEIGH AIRPORT, NC US",35.8923,-78.7819,126.8,8/21/1944,0,0,0
USW00013722,"RALEIGH AIRPORT, NC US",35.8923,-78.7819,126.8,8/22/1944,0.3,0,0
USW00013722,"RALEIGH AIRPORT, NC US",35.8923,-78.7819,126.8,8/23/1944,4.3,0,0
USW00013722,"RALEIGH AIRPORT, NC US",35.8923,-78.7819,126.8,8/24/1944,0,0,0
USW00013722,"RALEIGH AIRPORT, NC US",35.8923,-78.7819,126.8,8/25/1944,0,0,0
USW00013722,"RALEIGH AIRPORT, NC US",35.8923,-78.7819,126.8,8/26/1944,0,0,0
USW00013722,"RALEIGH AIRPORT, NC US",35.8923,-78.7819,126.8,8/27/1944,0,0,0
USW00013722,"RALEIGH AIRPORT, NC US",35.8923,-78.7819,126.8,8/28/1944,0,0,0
USW00013722,"RALEIGH AIRPORT, NC US",35.8923,-78.7819,126.8,8/29/1944,4.8,0,0
USW00013722,"RALEIGH AIRPORT, NC US",35.8923,-78.7819,126.8,8/30/1944,0,0,0
USW00013722,"RALEIGH AIRPORT, NC US",35.8923,-78.7819,126.8,8/31/1944,0,0,0
USW00013722,"RALEIGH AIRPORT, NC US",35.8923,-78.7819,126.8,9/1/1944,0,0,0
USW00013722,"RALEIGH AIRPORT, NC US",35.8923,-78.7819,126.8,9/2/1944,0,0,0
USW00013722,"RALEIGH AIRPORT, NC US",35.8923,-78.7819,126.8,9/3/1944,0,0,0
USW00013722,"RALEIGH AIRPORT, NC US",35.8923,-78.7819,126.8,9/4/1944,0,0,0
USW00013722,"RALEIGH AIRPORT, NC US",35.8923,-78.7819,126.8,9/5/1944,0,0,0
USW00013722,"RALEIGH AIRPORT, NC US",35.8923,-78.7819,126.8,9/6/1944,0.5,0,0
USW00013722,"RALEIGH AIRPORT, NC US",35.8923,-78.7819,126.8,9/7/1944,0,0,0
USW00013722,"RALEIGH AIRPORT, NC US",35.8923,-78.7819,126.8,9/8/1944,0,0,0
USW00013722,"RALEIGH AIRPORT, NC US",35.8923,-78.7819,126.8,9/9/1944,0,0,0
USW00013722,"RALEIGH AIRPORT, NC US",35.8923,-78.7819,126.8,9/10/1944,0,0,0
USW00013722,"RALEIGH AIRPORT, NC US",35.8923,-78.7819,126.8,9/11/1944,0.5,0,0
USW00013722,"RALEIGH AIRPORT, NC US",35.8923,-78.7819,126.8,9/12/1944,1.5,0,0
USW00013722,"RALEIGH AIRPORT, NC US",35.8923,-78.7819,126.8,9/13/1944,11.7,0,0
USW00013722,"RALEIGH AIRPORT, NC US",35.8923,-78.7819,126.8,9/14/1944,16.3,0,0
USW00013722,"RALEIGH AIRPORT, NC US",35.8923,-78.7819,126.8,9/15/1944,0.3,0,0
USW00013722,"RALEIGH AIRPORT, NC US",35.8923,-78.7819,126.8,9/16/1944,0,0,0
USW00013722,"RALEIGH AIRPORT, NC US",35.8923,-78.7819,126.8,9/17/1944,6.9,0,0
USW00013722,"RALEIGH AIRPORT, NC US",35.8923,-78.7819,126.8,9/18/1944,27.4,0,0
USW00013722,"RALEIGH AIRPORT, NC US",35.8923,-78.7819,126.8,9/19/1944,8.6,0,0
USW00013722,"RALEIGH AIRPORT, NC US",35.8923,-78.7819,126.8,9/20/1944,9.9,0,0
USW00013722,"RALEIGH AIRPORT, NC US",35.8923,-78.7819,126.8,9/21/1944,0.3,0,0
USW00013722,"RALEIGH AIRPORT, NC US",35.8923,-78.7819,126.8,9/22/1944,0,0,0
USW00013722,"RALEIGH AIRPORT, NC US",35.8923,-78.7819,126.8,9/23/1944,0,0,0
USW00013722,"RALEIGH AIRPORT, NC US",35.8923,-78.7819,126.8,9/24/1944,0,0,0
USW00013722,"RALEIGH AIRPORT, NC US",35.8923,-78.7819,126.8,9/25/1944,0,0,0
USW00013722,"RALEIGH AIRPORT, NC US",35.8923,-78.7819,126.8,9/26/1944,0,0,0
USW00013722,"RALEIGH AIRPORT, NC US",35.8923,-78.7819,126.8,9/27/1944,0,0,0
USW00013722,"RALEIGH AIRPORT, NC US",35.8923,-78.7819,126.8,9/28/1944,0,0,0
USW00013722,"RALEIGH AIRPORT, NC US",35.8923,-78.7819,126.8,9/29/1944,66.8,0,0
USW00013722,"RALEIGH AIRPORT, NC US",35.8923,-78.7819,126.8,9/30/1944,67.3,0,0
USW00013722,"RALEIGH AIRPORT, NC US",35.8923,-78.7819,126.8,10/1/1944,0,0,0
USW00013722,"RALEIGH AIRPORT, NC US",35.8923,-78.7819,126.8,10/2/1944,0,0,0
USW00013722,"RALEIGH AIRPORT, NC US",35.8923,-78.7819,126.8,10/3/1944,0,0,0
USW00013722,"RALEIGH AIRPORT, NC US",35.8923,-78.7819,126.8,10/4/1944,0,0,0
USW00013722,"RALEIGH AIRPORT, NC US",35.8923,-78.7819,126.8,10/5/1944,0,0,0
USW00013722,"RALEIGH AIRPORT, NC US",35.8923,-78.7819,126.8,10/6/1944,0,0,0
USW00013722,"RALEIGH AIRPORT, NC US",35.8923,-78.7819,126.8,10/7/1944,0,0,0
USW00013722,"RALEIGH AIRPORT, NC US",35.8923,-78.7819,126.8,10/8/1944,0.5,0,0
USW00013722,"RALEIGH AIRPORT, NC US",35.8923,-78.7819,126.8,10/9/1944,0,0,0
USW00013722,"RALEIGH AIRPORT, NC US",35.8923,-78.7819,126.8,10/10/1944,0,0,0
USW00013722,"RALEIGH AIRPORT, NC US",35.8923,-78.7819,126.8,10/11/1944,0,0,0
USW00013722,"RALEIGH AIRPORT, NC US",35.8923,-78.7819,126.8,10/12/1944,0,0,0
USW00013722,"RALEIGH AIRPORT, NC US",35.8923,-78.7819,126.8,10/13/1944,0,0,0
USW00013722,"RALEIGH AIRPORT, NC US",35.8923,-78.7819,126.8,10/14/1944,0,0,0
USW00013722,"RALEIGH AIRPORT, NC US",35.8923,-78.7819,126.8,10/15/1944,0,0,0
USW00013722,"RALEIGH AIRPORT, NC US",35.8923,-78.7819,126.8,10/16/1944,0,0,0
USW00013722,"RALEIGH AIRPORT, NC US",35.8923,-78.7819,126.8,10/17/1944,0,0,0
USW00013722,"RALEIGH AIRPORT, NC US",35.8923,-78.7819,126.8,10/18/1944,0,0,0
USW00013722,"RALEIGH AIRPORT, NC US",35.8923,-78.7819,126.8,10/19/1944,3,0,0
USW00013722,"RALEIGH AIRPORT, NC US",35.8923,-78.7819,126.8,10/20/1944,43.4,0,0
USW00013722,"RALEIGH AIRPORT, NC US",35.8923,-78.7819,126.8,10/21/1944,0,0,0
USW00013722,"RALEIGH AIRPORT, NC US",35.8923,-78.7819,126.8,10/22/1944,0,0,0
USW00013722,"RALEIGH AIRPORT, NC US",35.8923,-78.7819,126.8,10/23/1944,0,0,0
USW00013722,"RALEIGH AIRPORT, NC US",35.8923,-78.7819,126.8,10/24/1944,0,0,0
USW00013722,"RALEIGH AIRPORT, NC US",35.8923,-78.7819,126.8,10/25/1944,0,0,0
USW00013722,"RALEIGH AIRPORT, NC US",35.8923,-78.7819,126.8,10/26/1944,0,0,0
USW00013722,"RALEIGH AIRPORT, NC US",35.8923,-78.7819,126.8,10/27/1944,0,0,0
USW00013722,"RALEIGH AIRPORT, NC US",35.8923,-78.7819,126.8,10/28/1944,0,0,0
USW00013722,"RALEIGH AIRPORT, NC US",35.8923,-78.7819,126.8,10/29/1944,0,0,0
USW00013722,"RALEIGH AIRPORT, NC US",35.8923,-78.7819,126.8,10/30/1944,0,0,0
USW00013722,"RALEIGH AIRPORT, NC US",35.8923,-78.7819,126.8,10/31/1944,0,0,0
USW00013722,"RALEIGH AIRPORT, NC US",35.8923,-78.7819,126.8,11/1/1944,0,0,0
USW00013722,"RALEIGH AIRPORT, NC US",35.8923,-78.7819,126.8,11/2/1944,0,0,0
USW00013722,"RALEIGH AIRPORT, NC US",35.8923,-78.7819,126.8,11/3/1944,0,0,0
USW00013722,"RALEIGH AIRPORT, NC US",35.8923,-78.7819,126.8,11/4/1944,0,0,0
USW00013722,"RALEIGH AIRPORT, NC US",35.8923,-78.7819,126.8,11/5/1944,0,0,0
USW00013722,"RALEIGH AIRPORT, NC US",35.8923,-78.7819,126.8,11/6/1944,0,0,0
USW00013722,"RALEIGH AIRPORT, NC US",35.8923,-78.7819,126.8,11/7/1944,0,0,0
USW00013722,"RALEIGH AIRPORT, NC US",35.8923,-78.7819,126.8,11/8/1944,0,0,0
USW00013722,"RALEIGH AIRPORT, NC US",35.8923,-78.7819,126.8,11/9/1944,0.8,0,0
USW00013722,"RALEIGH AIRPORT, NC US",35.8923,-78.7819,126.8,11/10/1944,3.8,0,0
USW00013722,"RALEIGH AIRPORT, NC US",35.8923,-78.7819,126.8,11/11/1944,0,0,0
USW00013722,"RALEIGH AIRPORT, NC US",35.8923,-78.7819,126.8,11/12/1944,0,0,0
USW00013722,"RALEIGH AIRPORT, NC US",35.8923,-78.7819,126.8,11/13/1944,0,0,0
USW00013722,"RALEIGH AIRPORT, NC US",35.8923,-78.7819,126.8,11/14/1944,0,0,0
USW00013722,"RALEIGH AIRPORT, NC US",35.8923,-78.7819,126.8,11/15/1944,3.6,0,0
USW00013722,"RALEIGH AIRPORT, NC US",35.8923,-78.7819,126.8,11/16/1944,0,0,0
USW00013722,"RALEIGH AIRPORT, NC US",35.8923,-78.7819,126.8,11/17/1944,0,0,0
USW00013722,"RALEIGH AIRPORT, NC US",35.8923,-78.7819,126.8,11/18/1944,0,0,0
USW00013722,"RALEIGH AIRPORT, NC US",35.8923,-78.7819,126.8,11/19/1944,5.8,0,0
USW00013722,"RALEIGH AIRPORT, NC US",35.8923,-78.7819,126.8,11/20/1944,5.8,0,0
USW00013722,"RALEIGH AIRPORT, NC US",35.8923,-78.7819,126.8,11/21/1944,0,0,0
USW00013722,"RALEIGH AIRPORT, NC US",35.8923,-78.7819,126.8,11/22/1944,0,0,0
USW00013722,"RALEIGH AIRPORT, NC US",35.8923,-78.7819,126.8,11/23/1944,0.5,0,0
USW00013722,"RALEIGH AIRPORT, NC US",35.8923,-78.7819,126.8,11/24/1944,0,0,0
USW00013722,"RALEIGH AIRPORT, NC US",35.8923,-78.7819,126.8,11/25/1944,0,0,0
USW00013722,"RALEIGH AIRPORT, NC US",35.8923,-78.7819,126.8,11/26/1944,0.8,0,0
USW00013722,"RALEIGH AIRPORT, NC US",35.8923,-78.7819,126.8,11/27/1944,35.8,0,0
USW00013722,"RALEIGH AIRPORT, NC US",35.8923,-78.7819,126.8,11/28/1944,0,0,0
USW00013722,"RALEIGH AIRPORT, NC US",35.8923,-78.7819,126.8,11/29/1944,24.9,0,0
USW00013722,"RALEIGH AIRPORT, NC US",35.8923,-78.7819,126.8,11/30/1944,0.5,0,0
USW00013722,"RALEIGH AIRPORT, NC US",35.8923,-78.7819,126.8,12/1/1944,0,0,0
USW00013722,"RALEIGH AIRPORT, NC US",35.8923,-78.7819,126.8,12/2/1944,0,0,0
USW00013722,"RALEIGH AIRPORT, NC US",35.8923,-78.7819,126.8,12/3/1944,0,0,0
USW00013722,"RALEIGH AIRPORT, NC US",35.8923,-78.7819,126.8,12/4/1944,0,0,0
USW00013722,"RALEIGH AIRPORT, NC US",35.8923,-78.7819,126.8,12/5/1944,0,0,0
USW00013722,"RALEIGH AIRPORT, NC US",35.8923,-78.7819,126.8,12/6/1944,0,0,0
USW00013722,"RALEIGH AIRPORT, NC US",35.8923,-78.7819,126.8,12/7/1944,29.5,0,0
USW00013722,"RALEIGH AIRPORT, NC US",35.8923,-78.7819,126.8,12/8/1944,1,0,0
USW00013722,"RALEIGH AIRPORT, NC US",35.8923,-78.7819,126.8,12/9/1944,0,0,0
USW00013722,"RALEIGH AIRPORT, NC US",35.8923,-78.7819,126.8,12/10/1944,0,0,0
USW00013722,"RALEIGH AIRPORT, NC US",35.8923,-78.7819,126.8,12/11/1944,9.9,0,0
USW00013722,"RALEIGH AIRPORT, NC US",35.8923,-78.7819,126.8,12/12/1944,0,0,0
USW00013722,"RALEIGH AIRPORT, NC US",35.8923,-78.7819,126.8,12/13/1944,0,0,0
USW00013722,"RALEIGH AIRPORT, NC US",35.8923,-78.7819,126.8,12/14/1944,0,0,0
USW00013722,"RALEIGH AIRPORT, NC US",35.8923,-78.7819,126.8,12/15/1944,0,0,0
USW00013722,"RALEIGH AIRPORT, NC US",35.8923,-78.7819,126.8,12/16/1944,0,0,0
USW00013722,"RALEIGH AIRPORT, NC US",35.8923,-78.7819,126.8,12/17/1944,0,0,0
USW00013722,"RALEIGH AIRPORT, NC US",35.8923,-78.7819,126.8,12/18/1944,1.8,0,0
USW00013722,"RALEIGH AIRPORT, NC US",35.8923,-78.7819,126.8,12/19/1944,0,0,0
USW00013722,"RALEIGH AIRPORT, NC US",35.8923,-78.7819,126.8,12/20/1944,0,0,0
USW00013722,"RALEIGH AIRPORT, NC US",35.8923,-78.7819,126.8,12/21/1944,0,0,0
USW00013722,"RALEIGH AIRPORT, NC US",35.8923,-78.7819,126.8,12/22/1944,1.8,0,0
USW00013722,"RALEIGH AIRPORT, NC US",35.8923,-78.7819,126.8,12/23/1944,0,0,0
USW00013722,"RALEIGH AIRPORT, NC US",35.8923,-78.7819,126.8,12/24/1944,0,0,0
USW00013722,"RALEIGH AIRPORT, NC US",35.8923,-78.7819,126.8,12/25/1944,0,0,0
USW00013722,"RALEIGH AIRPORT, NC US",35.8923,-78.7819,126.8,12/26/1944,1,0,0
USW00013722,"RALEIGH AIRPORT, NC US",35.8923,-78.7819,126.8,12/27/1944,1,0,0
USW00013722,"RALEIGH AIRPORT, NC US",35.8923,-78.7819,126.8,12/28/1944,0,0,0
USW00013722,"RALEIGH AIRPORT, NC US",35.8923,-78.7819,126.8,12/29/1944,9.9,0,0
USW00013722,"RALEIGH AIRPORT, NC US",35.8923,-78.7819,126.8,12/30/1944,0.8,0,0
USW00013722,"RALEIGH AIRPORT, NC US",35.8923,-78.7819,126.8,12/31/1944,0,0,0
USW00013722,"RALEIGH AIRPORT, NC US",35.8923,-78.7819,126.8,1/1/1945,7.9,0,0
USW00013722,"RALEIGH AIRPORT, NC US",35.8923,-78.7819,126.8,1/2/1945,0,0,0
USW00013722,"RALEIGH AIRPORT, NC US",35.8923,-78.7819,126.8,1/3/1945,0,0,0
USW00013722,"RALEIGH AIRPORT, NC US",35.8923,-78.7819,126.8,1/4/1945,0,0,0
USW00013722,"RALEIGH AIRPORT, NC US",35.8923,-78.7819,126.8,1/5/1945,0,0,0
USW00013722,"RALEIGH AIRPORT, NC US",35.8923,-78.7819,126.8,1/6/1945,3.8,0,0
USW00013722,"RALEIGH AIRPORT, NC US",35.8923,-78.7819,126.8,1/7/1945,17.3,0,0
USW00013722,"RALEIGH AIRPORT, NC US",35.8923,-78.7819,126.8,1/8/1945,0.5,0,0
USW00013722,"RALEIGH AIRPORT, NC US",35.8923,-78.7819,126.8,1/9/1945,0,0,0
USW00013722,"RALEIGH AIRPORT, NC US",35.8923,-78.7819,126.8,1/10/1945,0.5,0,0
USW00013722,"RALEIGH AIRPORT, NC US",35.8923,-78.7819,126.8,1/11/1945,0,0,0
USW00013722,"RALEIGH AIRPORT, NC US",35.8923,-78.7819,126.8,1/12/1945,0,0,0
USW00013722,"RALEIGH AIRPORT, NC US",35.8923,-78.7819,126.8,1/13/1945,3.6,0,0
USW00013722,"RALEIGH AIRPORT, NC US",35.8923,-78.7819,126.8,1/14/1945,0.8,0,0
USW00013722,"RALEIGH AIRPORT, NC US",35.8923,-78.7819,126.8,1/15/1945,4.1,0,0
USW00013722,"RALEIGH AIRPORT, NC US",35.8923,-78.7819,126.8,1/16/1945,0,0,0
USW00013722,"RALEIGH AIRPORT, NC US",35.8923,-78.7819,126.8,1/17/1945,0,0,0
USW00013722,"RALEIGH AIRPORT, NC US",35.8923,-78.7819,126.8,1/18/1945,0,0,0
USW00013722,"RALEIGH AIRPORT, NC US",35.8923,-78.7819,126.8,1/19/1945,2.8,0,0
USW00013722,"RALEIGH AIRPORT, NC US",35.8923,-78.7819,126.8,1/20/1945,0,0,0
USW00013722,"RALEIGH AIRPORT, NC US",35.8923,-78.7819,126.8,1/21/1945,0,0,0
USW00013722,"RALEIGH AIRPORT, NC US",35.8923,-78.7819,126.8,1/22/1945,0.8,0,0
USW00013722,"RALEIGH AIRPORT, NC US",35.8923,-78.7819,126.8,1/23/1945,0,0,0
USW00013722,"RALEIGH AIRPORT, NC US",35.8923,-78.7819,126.8,1/24/1945,0,0,0
USW00013722,"RALEIGH AIRPORT, NC US",35.8923,-78.7819,126.8,1/25/1945,0,0,0
USW00013722,"RALEIGH AIRPORT, NC US",35.8923,-78.7819,126.8,1/26/1945,0,0,0
USW00013722,"RALEIGH AIRPORT, NC US",35.8923,-78.7819,126.8,1/27/1945,0,0,0
USW00013722,"RALEIGH AIRPORT, NC US",35.8923,-78.7819,126.8,1/28/1945,0,0,0
USW00013722,"RALEIGH AIRPORT, NC US",35.8923,-78.7819,126.8,1/29/1945,0,0,0
USW00013722,"RALEIGH AIRPORT, NC US",35.8923,-78.7819,126.8,1/30/1945,0,0,0
USW00013722,"RALEIGH AIRPORT, NC US",35.8923,-78.7819,126.8,1/31/1945,0,0,0
USW00013722,"RALEIGH AIRPORT, NC US",35.8923,-78.7819,126.8,2/1/1945,0,0,0
USW00013722,"RALEIGH AIRPORT, NC US",35.8923,-78.7819,126.8,2/2/1945,0,0,0
USW00013722,"RALEIGH AIRPORT, NC US",35.8923,-78.7819,126.8,2/3/1945,0,0,0
USW00013722,"RALEIGH AIRPORT, NC US",35.8923,-78.7819,126.8,2/4/1945,4.6,0,0
USW00013722,"RALEIGH AIRPORT, NC US",35.8923,-78.7819,126.8,2/5/1945,0,0,0
